
✅ hippocampus_389.nii.gz: img max=1.0000, lbl sum=4131
Batch 109. Data shape torch.Size([8, 1, 64, 64]) Loss 6.061538806534372e-05
Batch 109 Loss 6.061538806534372e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 110. Data shape torch.Size([8, 1, 64, 64]) Loss 1.6192527255043387e-05
Batch 110 Loss 1.6192527255043387e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 111. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005655888933688402
Batch 111 Loss 0.005655888933688402
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 112. Data shape torch.Size([8, 1, 64, 64]) Loss 1.614449138287455e-05
Batch 112 Loss 1.614449138287455e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 113. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004728676751255989
Batch 113 Loss 0.004728676751255989
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Validation complete
Training epoch 9...

Epoch: 9 Train loss: 5.316658644005656e-06, 0.1% complete
..........
Epoch: 9 Train loss: 0.0030385199934244156, 1.2% complete
..........
Epoch: 9 Train loss: 3.595089219743386e-05, 2.3% complete
..........
Epoch: 9 Train loss: 0.001555716386064887, 3.4% complete
..........
Epoch: 9 Train loss: 0.0033216197043657303, 4.4% complete
..........
Epoch: 9 Train loss: 0.003865920938551426, 5.5% complete
..........
Epoch: 9 Train loss: 2.155022229999304e-06, 6.6% complete
..........
Epoch: 9 Train loss: 0.0008302938658744097, 7.7% complete
..........
Epoch: 9 Train loss: 0.005490267649292946, 8.8% complete
..........
Epoch: 9 Train loss: 0.00614605937153101, 9.9% complete
..........
Epoch: 9 Train loss: 0.0013284682063385844, 11.0% complete
..........
Epoch: 9 Train loss: 0.0039007305167615414, 12.0% complete
..........
Epoch: 9 Train loss: 0.010688135400414467, 13.1% complete
..........
Epoch: 9 Train loss: 0.008155614137649536, 14.2% complete
..........
Epoch: 9 Train loss: 2.7881360438186675e-05, 15.3% complete
..........
Epoch: 9 Train loss: 0.0009915080154314637, 16.4% complete
..........
Epoch: 9 Train loss: 3.980450856033713e-06, 17.5% complete
..........
Epoch: 9 Train loss: 0.006535533349961042, 18.5% complete
..........
Epoch: 9 Train loss: 0.0036884641740471125, 19.6% complete
..........
Epoch: 9 Train loss: 0.0003155526937916875, 20.7% complete
..........
Epoch: 9 Train loss: 0.003811040660366416, 21.8% complete
..........
Epoch: 9 Train loss: 0.004966484382748604, 22.9% complete
..........
Epoch: 9 Train loss: 0.00020087069424334913, 24.0% complete
..........
Epoch: 9 Train loss: 0.007570772897452116, 25.1% complete
..........
Epoch: 9 Train loss: 0.007056117989122868, 26.1% complete
..........
Epoch: 9 Train loss: 0.004912443924695253, 27.2% complete
..........
Epoch: 9 Train loss: 0.0030547413043677807, 28.3% complete
..........
Epoch: 9 Train loss: 0.001699614804238081, 29.4% complete
..........
Epoch: 9 Train loss: 0.002021952997893095, 30.5% complete
..........
Epoch: 9 Train loss: 0.0014072582125663757, 31.6% complete
..........
Epoch: 9 Train loss: 0.002358880126848817, 32.6% complete
..........
Epoch: 9 Train loss: 0.00544473621994257, 33.7% complete
..........
Epoch: 9 Train loss: 1.4819132047705352e-05, 34.8% complete
..........
Epoch: 9 Train loss: 9.710682206787169e-06, 35.9% complete
..........
Epoch: 9 Train loss: 0.008729162625968456, 37.0% complete
..........
Epoch: 9 Train loss: 0.006121369078755379, 38.1% complete
..........
Epoch: 9 Train loss: 0.004304330330342054, 39.2% complete
..........
Epoch: 9 Train loss: 0.007058793678879738, 40.2% complete
..........
Epoch: 9 Train loss: 9.142830822383985e-05, 41.3% complete
..........
Epoch: 9 Train loss: 0.0008192714885808527, 42.4% complete
..........
Epoch: 9 Train loss: 0.005663025658577681, 43.5% complete
..........
Epoch: 9 Train loss: 2.219050657004118e-06, 44.6% complete
..........
Epoch: 9 Train loss: 0.004512837156653404, 45.7% complete
..........
Epoch: 9 Train loss: 0.00489949993789196, 46.7% complete
..........
Epoch: 9 Train loss: 1.3221928384155035e-05, 47.8% complete
..........
Epoch: 9 Train loss: 2.0043444237671793e-06, 48.9% complete
..........
Epoch: 9 Train loss: 9.214418241754174e-07, 50.0% complete
..........
Epoch: 9 Train loss: 0.0064172642305493355, 51.1% complete
..........
Epoch: 9 Train loss: 0.007443886250257492, 52.2% complete
..........
Epoch: 9 Train loss: 0.0067981849424541, 53.3% complete
..........
Epoch: 9 Train loss: 0.00533079169690609, 54.3% complete
..........
Epoch: 9 Train loss: 8.06956086307764e-05, 55.4% complete
..........
Epoch: 9 Train loss: 9.509465598966926e-06, 56.5% complete
..........
Epoch: 9 Train loss: 0.0035553753841668367, 57.6% complete
..........
Epoch: 9 Train loss: 0.0006077707512304187, 58.7% complete
..........
Epoch: 9 Train loss: 1.2409291230142117e-06, 59.8% complete
..........
Epoch: 9 Train loss: 0.0038438281044363976, 60.8% complete
..........
Epoch: 9 Train loss: 0.006682980339974165, 61.9% complete
..........
Epoch: 9 Train loss: 1.267946936422959e-05, 63.0% complete
..........
Epoch: 9 Train loss: 0.005979783833026886, 64.1% complete
..........
Epoch: 9 Train loss: 0.0010046963579952717, 65.2% complete
..........
Epoch: 9 Train loss: 0.008424941450357437, 66.3% complete
..........
Epoch: 9 Train loss: 0.010555200278759003, 67.4% complete
..........
Epoch: 9 Train loss: 0.0021362584084272385, 68.4% complete
..........
Epoch: 9 Train loss: 0.009529469534754753, 69.5% complete
..........
Epoch: 9 Train loss: 0.008601037785410881, 70.6% complete
..........
Epoch: 9 Train loss: 0.00704876659438014, 71.7% complete
..........
Epoch: 9 Train loss: 6.754125934094191e-07, 72.8% complete
..........
Epoch: 9 Train loss: 0.008341463282704353, 73.9% complete
..........
Epoch: 9 Train loss: 0.00170053169131279, 74.9% complete
..........
Epoch: 9 Train loss: 0.005278387572616339, 76.0% complete
..........
Epoch: 9 Train loss: 0.005638962145894766, 77.1% complete
..........
Epoch: 9 Train loss: 0.006442841142416, 78.2% complete
..........
Epoch: 9 Train loss: 0.004401915706694126, 79.3% complete
..........
Epoch: 9 Train loss: 0.007260122802108526, 80.4% complete
..........
Epoch: 9 Train loss: 5.099776899442077e-05, 81.5% complete
..........
Epoch: 9 Train loss: 0.005875049624592066, 82.5% complete
..........
Epoch: 9 Train loss: 0.002159238327294588, 83.6% complete
..........
Epoch: 9 Train loss: 4.2295490857213736e-05, 84.7% complete
..........
Epoch: 9 Train loss: 9.894865797832608e-07, 85.8% complete
..........
Epoch: 9 Train loss: 0.007036293391138315, 86.9% complete
..........
Epoch: 9 Train loss: 0.005141349509358406, 88.0% complete
..........
Epoch: 9 Train loss: 0.0022568777203559875, 89.0% complete
..........
Epoch: 9 Train loss: 0.003898946801200509, 90.1% complete
..........
Epoch: 9 Train loss: 5.0655537052080035e-05, 91.2% complete
..........
Epoch: 9 Train loss: 0.0008276285952888429, 92.3% complete
..........
Epoch: 9 Train loss: 0.007666584104299545, 93.4% complete
..........
Epoch: 9 Train loss: 0.005308634601533413, 94.5% complete
..........
Epoch: 9 Train loss: 1.1986230674665421e-05, 95.6% complete
..........
Epoch: 9 Train loss: 0.008979992009699345, 96.6% complete
..........
Epoch: 9 Train loss: 0.003824841696768999, 97.7% complete
..........
Epoch: 9 Train loss: 0.00923171080648899, 98.8% complete
..........
Epoch: 9 Train loss: 8.289061952382326e-07, 99.9% complete
..
Training complete
Validating epoch 9...
Batch 0. Data shape torch.Size([8, 1, 64, 64]) Loss 6.735353963449597e-07
Batch 0 Loss 6.735353963449597e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 1. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005662495270371437
Batch 1 Loss 0.005662495270371437
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 2. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004748431965708733
Batch 2 Loss 0.004748431965708733
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 3. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006599821615964174
Batch 3 Loss 0.006599821615964174
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 4. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004225151613354683
Batch 4 Loss 0.004225151613354683
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 5. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007989318110048771
Batch 5 Loss 0.007989318110048771
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 6. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0007009732071310282
Batch 6 Loss 0.0007009732071310282
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 7. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0072280713357031345
Batch 7 Loss 0.0072280713357031345
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 8. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005866261664777994
Batch 8 Loss 0.005866261664777994
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 9. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005395770072937012
Batch 9 Loss 0.005395770072937012
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 10. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0033952423837035894
Batch 10 Loss 0.0033952423837035894
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 11. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005333584267646074
Batch 11 Loss 0.005333584267646074
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 12. Data shape torch.Size([8, 1, 64, 64]) Loss 5.248148227110505e-07
Batch 12 Loss 5.248148227110505e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 13. Data shape torch.Size([8, 1, 64, 64]) Loss 1.3633689377456903e-06
Batch 13 Loss 1.3633689377456903e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 14. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0049560838378965855
Batch 14 Loss 0.0049560838378965855
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 15. Data shape torch.Size([8, 1, 64, 64]) Loss 4.0358296246267855e-05
Batch 15 Loss 4.0358296246267855e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 16. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0780204320326447e-06
Batch 16 Loss 1.0780204320326447e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 17. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004715999588370323
Batch 17 Loss 0.004715999588370323
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 18. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006462784018367529
Batch 18 Loss 0.006462784018367529
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 19. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0038917427882552147
Batch 19 Loss 0.0038917427882552147
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 20. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004339306615293026
Batch 20 Loss 0.004339306615293026
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 21. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005446219351142645
Batch 21 Loss 0.005446219351142645
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 22. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003545045852661133
Batch 22 Loss 0.003545045852661133
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 23. Data shape torch.Size([8, 1, 64, 64]) Loss 6.378052057698369e-05
Batch 23 Loss 6.378052057698369e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 24. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0076898192055523396
Batch 24 Loss 0.0076898192055523396
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 25. Data shape torch.Size([8, 1, 64, 64]) Loss 5.028945452068001e-06
Batch 25 Loss 5.028945452068001e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 26. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0036338178906589746
Batch 26 Loss 0.0036338178906589746
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 27. Data shape torch.Size([8, 1, 64, 64]) Loss 1.1506854207254946e-06
Batch 27 Loss 1.1506854207254946e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 28. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004282002802938223
Batch 28 Loss 0.004282002802938223
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 29. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006669878028333187
Batch 29 Loss 0.006669878028333187
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 30. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008577349595725536
Batch 30 Loss 0.008577349595725536
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 31. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0031215425115078688
Batch 31 Loss 0.0031215425115078688
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 32. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0051101273857057095
Batch 32 Loss 0.0051101273857057095
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 33. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008697204291820526
Batch 33 Loss 0.008697204291820526
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 34. Data shape torch.Size([8, 1, 64, 64]) Loss 7.738126441836357e-07
Batch 34 Loss 7.738126441836357e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 35. Data shape torch.Size([8, 1, 64, 64]) Loss 7.625402213307098e-05
Batch 35 Loss 7.625402213307098e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 36. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004397096578031778
Batch 36 Loss 0.004397096578031778
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 37. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002452738583087921
Batch 37 Loss 0.002452738583087921
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 38. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00432088365778327
Batch 38 Loss 0.00432088365778327
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 39. Data shape torch.Size([8, 1, 64, 64]) Loss 1.210202754009515e-06
Batch 39 Loss 1.210202754009515e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 40. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00048223367775790393
Batch 40 Loss 0.00048223367775790393
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 41. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004102332517504692
Batch 41 Loss 0.004102332517504692
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 42. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004277849569916725
Batch 42 Loss 0.004277849569916725
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 43. Data shape torch.Size([8, 1, 64, 64]) Loss 2.615323319332674e-05
Batch 43 Loss 2.615323319332674e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 44. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003009046660736203
Batch 44 Loss 0.003009046660736203
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 45. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0019175880588591099
Batch 45 Loss 0.0019175880588591099
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 46. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004790938924998045
Batch 46 Loss 0.004790938924998045
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 47. Data shape torch.Size([8, 1, 64, 64]) Loss 7.902599463704973e-06
Batch 47 Loss 7.902599463704973e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 48. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0046109408140182495
Batch 48 Loss 0.0046109408140182495
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 49. Data shape torch.Size([8, 1, 64, 64]) Loss 6.689224392175674e-07
Batch 49 Loss 6.689224392175674e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 50. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00488122645765543
Batch 50 Loss 0.00488122645765543
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 51. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0861418559215963e-05
Batch 51 Loss 1.0861418559215963e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 52. Data shape torch.Size([8, 1, 64, 64]) Loss 5.778267222922295e-06
Batch 52 Loss 5.778267222922295e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 53. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0025648779701441526
Batch 53 Loss 0.0025648779701441526
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 54. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00534249609336257
Batch 54 Loss 0.00534249609336257
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 55. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007937203161418438
Batch 55 Loss 0.007937203161418438
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 56. Data shape torch.Size([8, 1, 64, 64]) Loss 6.866466719657183e-07
Batch 56 Loss 6.866466719657183e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 57. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0046534244902431965
Batch 57 Loss 0.0046534244902431965
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 58. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006853061728179455
Batch 58 Loss 0.006853061728179455
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 59. Data shape torch.Size([8, 1, 64, 64]) Loss 1.9348124624229968e-05
Batch 59 Loss 1.9348124624229968e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 60. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00025491180713288486
Batch 60 Loss 0.00025491180713288486
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 61. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007422381080687046
